empno,storeno,somakiosk,cage,cincome,custno,loyallev,loyaltycard,cid,visits,brandtrust,comp,sexy,sophis,exc,fit,ability,csr,ValueForPrice,empsim,TotalACTV,cussat,somarket,CoreBrandACTV,ALLpreACTV,cgender,MCcussat,cussatquad,SOMAinteffect,HighlyRecommend,MCFit,fitquad,storeambience,frequentvisitor,empsimHL,visitsafterkiosk,ActedOnADeal,TotalYearlyACTV,Zcincome,Zcage,SOMAEmp,TotalTwoYearSpend,HighValueCustomer,MCSomaSexy,SomaSexyquad,SatFit,MCGender,SatGender,ServiceQuality,MCAge,MCLoyaltyCard,MCIncome,SOMAEmpsim,Zexc,Zsophis,Zcsr,ZValueForPrice,Zcid,Zempsim
5643422302.00,345.00,1.00,65.00,173047.00,25421886142576,0,1,7,17.0,5.67,3.67,2.00,3.00,4.00,3.00,6.33,7.00,5.33,1.67,105.60,3.00,1.00,84.37,109.58,0.00,-1.12,1.26,11.00,0.00,-1.02,3.99,7.33,1.00,0.00,8.50,8.50,107.59,0.23359,0.66720,10.00,1515.41,1.00,-2.11,8.434,1.15,-0.71,0.80,1.67,16.91,0.49,17515.00,10.00,-0.04876,-0.54706,1.36139,0.61011,1.33049,-1.24602
5643422302.00,345.00,1.00,32.00,124579.00,35943123477698,0,0,3,19.0,5.33,3.33,6.33,3.00,7.00,7.00,6.00,3.67,3.00,5.00,77.40,6.00,1.00,31.61,71.01,1.00,1.88,3.53,11.00,1.00,2.98,4.01,7.00,1.00,1.00,9.50,9.50,74.20,-0.41281,-1.09000,11.00,1110.68,0.00,2.22,2.042,5.58,0.29,0.54,5.00,-16.09,-0.51,-30953.00,11.00,1.45542,-0.54706,-0.25856,-0.55404,-0.57465,0.42225
5643422302.00,345.00,1.00,56.00,260793.00,256761247909320,1,1,4,17.0,6.33,5.00,7.00,4.33,6.67,5.00,6.00,3.67,5.00,7.00,84.17,6.00,1.00,45.79,91.88,0.00,1.88,3.53,11.00,1.00,0.98,0.00,6.67,1.00,1.00,8.50,8.50,88.03,1.40382,0.18796,11.00,1207.85,0.00,2.89,4.392,1.84,-0.71,-1.33,7.00,7.91,0.49,105261.00,11.00,1.28829,0.10630,-0.25856,0.44380,-0.09836,1.42321
5643422302.00,345.00,1.00,56.00,72786.00,517452691709027,0,0,5,17.0,3.33,6.67,5.33,7.00,6.00,4.00,2.00,7.00,7.00,6.33,100.66,6.00,1.00,82.77,106.03,1.00,1.88,3.53,11.00,1.00,-0.02,1.00,6.00,1.00,1.00,8.50,8.50,103.35,-1.10355,0.18796,11.00,1444.47,1.00,1.22,0.184,-0.03,0.29,0.54,6.33,7.91,-0.51,-82746.00,11.00,0.95403,1.41303,1.36139,1.44164,0.37792,1.08956
5643422302.00,345.00,1.00,45.00,159579.00,778490795146748,0,0,6,13.0,6.33,5.33,5.00,6.00,5.67,3.25,6.00,3.67,6.33,7.00,67.01,5.00,1.00,44.86,78.99,0.00,0.88,0.77,11.00,0.00,-0.77,3.06,5.67,0.00,1.00,6.50,6.50,73.00,0.05397,-0.39777,11.00,961.64,0.00,0.89,0.009,-0.67,-0.71,-0.62,7.00,-3.09,-0.51,4047.00,11.00,0.78690,0.92301,-0.25856,1.10903,0.85421,1.42321
5643422302.00,345.00,1.00,56.00,183637.00,803250428913313,0,0,7,15.0,3.67,7.00,4.00,6.00,6.67,7.00,5.67,2.00,2.67,2.00,84.08,4.00,1.00,49.56,118.40,1.00,-0.12,0.01,11.00,0.00,2.98,4.01,6.67,1.00,0.00,7.50,7.50,101.24,0.37482,0.18796,10.00,1206.49,0.00,-0.11,0.818,-0.38,0.29,-0.04,2.00,7.91,-0.51,28105.00,10.00,1.28829,0.92301,-1.06853,-0.72035,1.33049,-1.07919
5643422302.00,345.00,1.00,31.00,190973.00,870303567990465,0,1,5,15.0,3.67,2.00,7.00,2.00,3.00,5.00,6.00,4.67,2.00,2.00,109.06,5.00,1.00,45.07,110.92,1.00,0.88,0.77,11.00,0.00,0.98,0.00,3.00,1.00,0.00,7.50,7.50,109.99,0.47266,-1.14325,10.00,1565.00,1.00,2.89,4.392,0.86,0.29,0.25,2.00,-17.09,0.49,35441.00,10.00,-0.55015,-1.03709,0.22742,-1.05296,0.37792,-1.07919
7327973758.00,345.00,1.00,20.00,198328.00,49262944321016,1,1,2,14.0,3.33,4.33,3.00,7.00,4.67,6.00,3.00,5.00,1.00,2.67,76.72,2.00,1.00,38.91,81.28,1.00,-2.12,4.50,11.00,0.00,1.98,1.00,4.67,1.00,0.00,7.00,7.00,79.00,0.57075,-1.72899,10.00,1100.87,0.00,-1.11,3.626,-4.22,0.29,-0.61,2.67,-28.09,0.49,42796.00,10.00,0.28550,1.41303,0.38942,-1.55188,-1.05093,-0.74554
7327973758.00,345.00,1.00,36.00,79047.00,245346284277932,0,0,5,24.0,5.00,3.33,2.67,4.00,5.00,3.25,7.00,5.00,3.00,2.67,81.98,6.00,1.00,41.84,86.94,1.00,1.88,3.53,11.00,1.00,-0.77,3.06,5.00,1.00,0.00,12.00,12.00,84.46,-1.02005,-0.87701,10.00,1176.48,0.00,-1.45,5.007,-1.44,0.29,0.54,2.67,-12.09,-0.51,-76485.00,10.00,0.45263,-0.05704,0.38942,-0.55404,0.37792,-0.74554
7327973758.00,345.00,1.00,32.00,210070.00,370858105895464,0,0,2,8.0,3.00,3.67,1.00,1.00,3.00,3.00,2.00,4.00,4.67,2.67,67.15,2.00,1.00,53.17,84.27,1.00,-2.12,4.50,11.00,0.00,-1.02,3.99,3.00,0.00,0.00,4.00,4.00,75.71,0.72735,-1.09000,10.00,963.60,0.00,-3.11,15.243,2.17,0.29,-0.61,2.67,-16.09,-0.51,54538.00,10.00,-0.55015,-1.52711,-0.09657,0.27749,-1.05093,-0.74554
7327973758.00,345.00,1.00,35.00,141846.00,485129584452170,1,1,3,15.0,2.67,6.33,1.00,4.00,6.00,4.00,7.00,4.67,4.00,7.00,55.98,3.00,1.00,26.40,70.51,1.00,-1.12,1.26,11.00,0.00,-0.02,1.00,6.00,1.00,1.00,7.50,7.50,63.24,-0.18252,1.25294,11.00,803.36,0.00,-3.11,15.243,0.02,0.29,-0.32,7.00,-13.09,0.49,-13686.00,11.00,0.95403,-0.05704,0.22742,-0.05512,-0.57465,1.42321
7327973758.00,345.00,1.00,46.00,137761.00,566665981727252,0,1,3,19.0,5.33,6.00,3.67,2.00,1.00,4.00,4.33,2.00,2.00,1.00,92.73,3.00,1.00,31.37,117.13,1.00,-1.12,1.26,11.00,0.00,-0.02,1.00,1.00,1.00,0.00,9.50,9.50,104.93,-0.23700,-0.34452,10.00,1330.64,0.00,-0.45,1.531,0.02,0.29,-0.32,1.00,-2.09,0.49,-17771.00,10.00,-1.55294,-1.03709,-1.06853,-1.05296,-0.57465,-1.57967
7327973758.00,345.00,1.00,52.00,213594.00,591489446456587,0,0,3,20.0,3.67,4.67,4.00,5.00,4.00,5.00,3.33,4.00,5.00,6.00,76.87,6.00,1.00,42.25,79.34,1.00,1.88,3.53,11.00,0.00,0.98,0.00,7.33,1.00,1.00,10.00,10.00,78.10,0.77435,-0.02503,11.00,1103.07,0.00,-0.11,0.818,1.84,0.29,0.54,6.00,3.91,-0.51,58062.00,11.00,-0.04876,0.43298,-0.09657,0.44380,-0.57465,0.92273
7327973758.00,345.00,1.00,33.00,173465.00,745621723425837,0,0,6,10.0,3.67,5.33,7.00,5.00,6.33,5.00,6.33,3.67,7.00,2.33,87.51,7.00,1.00,24.34,90.22,1.00,2.88,8.29,11.00,1.00,0.98,0.00,6.33,0.00,0.00,5.00,5.00,88.86,0.23916,-1.03675,10.00,1255.75,0.00,2.89,4.392,2.82,0.29,0.83,2.33,-15.09,-0.51,17933.00,10.00,1.12116,0.43298,-0.25856,1.44164,0.85421,-0.91237
7327973758.00,345.00,1.00,34.00,232210.00,807434586061938,0,0,4,9.0,7.00,4.67,5.67,6.00,6.00,7.00,6.00,6.00,3.00,4.00,84.17,6.00,1.00,48.60,96.91,1.00,1.88,3.53,11.00,1.00,2.98,4.01,6.00,0.00,0.00,4.50,4.50,90.54,1.02262,1.09319,10.00,1207.89,0.00,1.55,0.581,5.58,0.29,0.54,4.00,-14.09,-0.51,76678.00,10.00,0.95403,0.92301,0.87540,-0.55404,-0.09836,-0.07823
7327973758.00,345.00,1.00,64.00,55494.00,958596516232329,0,1,7,18.0,7.00,2.67,3.00,4.00,4.33,4.25,7.00,4.00,6.00,5.33,106.22,3.00,1.00,68.53,110.08,1.00,-1.12,1.26,11.00,0.00,0.23,0.56,4.33,1.00,1.00,9.00,9.00,108.15,-1.33416,0.61395,11.00,1524.26,1.00,-1.11,3.626,-0.26,0.29,-0.32,5.33,15.91,0.49,-100038.00,11.00,0.11837,-0.05704,-0.09657,0.94272,1.33049,0.58908
7609178252.00,345.00,1.00,21.00,265322.00,87362690827095,0,0,7,14.0,1.67,5.00,4.00,6.33,4.33,7.00,2.67,3.00,4.67,4.00,120.57,2.00,1.00,71.52,107.84,0.00,-2.12,4.50,11.00,0.00,2.98,4.01,4.33,1.00,0.00,7.00,7.00,114.20,1.46422,-1.67574,10.00,1730.17,1.00,-0.11,0.818,-6.35,-0.71,1.52,4.00,-27.09,-0.51,109790.00,10.00,0.11837,1.08635,-0.58255,0.27749,1.33049,-0.07823
7609178252.00,345.00,1.00,67.00,112100.00,200518760212050,0,1,3,22.0,6.33,2.67,1.67,2.00,5.00,7.00,5.00,6.33,3.00,1.67,111.79,3.00,1.00,81.02,117.02,1.00,-1.12,1.26,11.00,0.00,2.98,4.01,5.00,1.00,0.00,11.00,11.00,114.40,-0.57923,0.77370,10.00,1604.13,1.00,-2.45,10.482,-3.37,0.29,-0.32,1.67,18.91,0.49,-43432.00,10.00,0.45263,-1.03709,1.03740,-0.55404,-0.57465,-1.24602
7609178252.00,345.00,1.00,58.00,228293.00,221412303784395,0,0,3,14.0,1.00,6.33,7.00,7.00,6.67,7.00,2.33,4.67,4.00,7.00,103.99,2.00,1.00,82.98,141.69,1.00,-2.12,4.50,11.00,0.00,2.98,4.01,6.67,1.00,1.00,7.00,7.00,122.84,0.97038,0.29446,11.00,1492.27,1.00,2.89,4.392,-6.35,0.29,-0.61,7.00,9.91,-0.51,72761.00,11.00,1.28829,1.41303,0.22742,-0.05512,-0.57465,1.42321
7609178252.00,345.00,1.00,35.00,25371.00,281052444960517,1,1,5,11.0,3.33,4.67,6.33,6.00,6.33,6.00,3.00,5.67,3.00,4.00,66.49,5.00,1.00,27.07,68.78,0.00,0.88,0.77,11.00,0.00,1.98,1.00,6.33,0.00,0.00,5.50,5.50,67.63,-1.73590,1.30618,10.00,954.13,0.00,2.22,2.042,1.73,-0.71,-0.62,4.00,-13.09,0.49,-130161.00,10.00,1.12116,0.92301,0.71341,-0.55404,0.37792,-0.07823
7609178252.00,345.00,1.00,65.00,194827.00,312330732509967,0,0,5,10.0,2.67,3.67,5.00,3.00,6.33,6.00,6.00,6.00,7.00,6.00,84.52,3.00,1.00,58.20,72.31,1.00,-1.12,1.26,11.00,0.00,1.98,1.00,6.33,0.00,1.00,5.00,5.00,78.41,0.52406,0.66720,11.00,1212.80,0.00,0.89,0.009,-2.24,0.29,-0.32,6.00,16.91,-0.51,39295.00,11.00,1.12116,-0.54706,0.87540,1.44164,0.37792,0.92273
7609178252.00,345.00,1.00,36.00,236018.00,366161168585234,0,0,7,24.0,4.67,2.33,4.00,6.00,3.33,7.00,3.00,1.67,4.67,3.67,69.30,6.00,1.00,43.97,91.01,1.00,1.88,3.53,11.00,1.00,2.98,4.01,3.33,1.00,0.00,12.00,12.00,80.15,1.07341,1.57243,10.00,994.44,0.00,-0.11,0.818,5.58,0.29,0.54,3.67,-12.09,-0.51,80486.00,10.00,-0.38302,0.92301,-1.23053,0.27749,1.33049,-0.24506
7609178252.00,345.00,1.00,68.00,49872.00,402714885636781,0,1,7,19.0,4.33,2.33,3.00,4.00,3.67,5.00,4.00,3.00,5.33,2.00,81.96,7.00,1.00,60.66,87.02,1.00,2.88,8.29,11.00,1.00,0.98,0.00,3.67,1.00,0.00,9.50,9.50,84.49,-1.40914,0.82695,10.00,1176.11,0.00,-1.11,3.626,2.82,0.29,0.83,2.00,19.91,0.49,-105660.00,10.00,-0.21589,-0.05704,-0.58255,0.61011,1.33049,-1.07919
7609178252.00,345.00,1.00,22.00,173001.00,513633979263168,0,0,4,23.0,3.67,4.00,5.00,4.00,5.33,6.00,7.00,5.00,6.00,4.33,97.36,7.00,1.00,56.52,97.56,1.00,2.88,8.29,11.00,1.00,1.98,1.00,5.33,1.00,1.00,11.50,11.50,97.46,0.23298,-1.62249,11.00,1397.04,0.00,0.89,0.009,5.69,0.29,0.83,4.33,-26.09,-0.51,17469.00,11.00,0.61976,-0.05704,0.38942,0.94272,-0.09836,0.08859
7609178252.00,345.00,1.00,46.00,196081.00,524558526586050,0,1,2,19.0,6.67,5.67,2.00,4.00,2.00,6.50,4.00,6.00,2.00,5.00,67.73,3.00,1.00,45.76,83.12,0.00,-1.12,1.26,11.00,0.00,2.48,2.25,2.00,1.00,1.00,9.50,9.50,75.43,0.54078,-0.34452,11.00,971.97,0.00,-2.11,8.434,-2.80,-0.71,0.80,5.00,-2.09,0.49,40549.00,11.00,-1.05155,-0.05704,0.87540,-1.05296,-1.05093,0.42225
7609178252.00,345.00,1.00,63.00,135656.00,584033766328064,1,1,3,25.0,5.33,7.00,4.00,2.67,4.33,6.00,7.00,4.00,5.00,4.00,86.80,7.00,1.00,48.26,93.21,1.00,2.88,8.29,11.00,1.00,1.98,1.00,4.33,1.00,0.00,12.50,12.50,90.00,-0.26508,0.56070,10.00,1245.55,0.00,-0.11,0.818,5.69,0.29,0.83,4.00,14.91,0.49,-19876.00,10.00,0.11837,-0.71040,-0.09657,0.44380,-0.57465,-0.07823
7609178252.00,345.00,1.00,50.00,221899.00,600295835077379,0,1,3,22.0,3.00,5.67,4.33,5.00,7.00,7.00,7.00,6.33,7.00,4.33,113.20,4.00,1.00,52.36,114.88,1.00,-0.12,0.01,11.00,0.00,2.98,4.01,7.00,1.00,1.00,11.00,11.00,114.04,0.88511,-0.13153,11.00,1624.39,1.00,0.22,0.326,-0.38,0.29,-0.04,4.33,1.91,0.49,66367.00,11.00,1.45542,0.43298,1.03740,1.44164,-0.57465,0.08859
7609178252.00,345.00,1.00,60.00,238166.00,775101158624012,0,0,1,12.0,3.67,7.00,5.00,3.67,3.67,1.00,1.00,3.00,3.00,2.33,83.31,5.00,1.00,83.31,133.52,1.00,0.88,0.77,11.00,0.00,-3.02,15.99,3.67,0.00,0.00,6.00,6.00,108.42,1.10205,0.40096,10.00,1195.53,0.00,0.89,0.009,-2.63,0.29,0.25,2.33,11.91,-0.51,82634.00,10.00,-0.21589,-0.22038,-0.58255,-0.55404,-1.52722,-0.91237
7609178252.00,345.00,1.00,50.00,66652.00,785756039456934,0,1,7,21.0,6.00,1.00,5.00,4.00,7.00,6.50,3.33,6.33,3.00,6.00,79.27,7.00,1.00,35.85,146.66,1.00,2.88,8.29,11.00,1.00,2.48,2.25,7.00,1.00,1.00,10.50,10.50,112.96,-1.18535,-0.13153,11.00,1137.47,0.00,0.89,0.009,7.13,0.29,0.83,6.00,1.91,0.49,-88880.00,11.00,1.45542,-0.05704,1.03740,-0.55404,1.33049,0.92273
7609178252.00,345.00,1.00,35.00,26580.00,903718216594683,0,0,5,14.0,5.33,1.00,4.33,7.00,5.33,7.00,5.00,2.00,5.33,5.00,62.39,3.00,1.00,25.06,66.20,0.00,-1.12,1.26,11.00,0.00,2.98,4.01,5.33,1.00,1.00,7.00,7.00,64.30,-1.71978,1.41268,11.00,895.32,0.00,0.22,0.326,-3.37,-0.71,0.80,5.00,-13.09,-0.51,-128952.00,11.00,0.61976,1.41303,-1.06853,0.61011,0.37792,0.42225
7609178252.00,345.00,1.00,39.00,51449.00,958591430911804,0,0,6,21.0,1.33,4.67,3.00,5.00,6.00,4.00,7.00,1.67,3.00,4.67,79.00,2.00,1.00,22.37,84.95,0.00,-2.12,4.50,11.00,0.00,-0.02,1.00,6.00,1.00,1.00,10.50,10.50,81.97,-1.38811,-0.71726,11.00,1133.61,0.00,-1.11,3.626,0.04,-0.71,1.52,4.67,-9.09,-0.51,-104083.00,11.00,0.95403,0.43298,-1.23053,-0.55404,0.85421,0.25542
8081972568.00,345.00,1.00,69.00,222744.00,47010234367956,0,1,4,17.0,4.67,7.00,4.33,5.00,6.00,7.00,6.33,7.00,4.00,4.00,81.15,3.00,1.00,49.21,86.89,1.00,-1.12,1.26,11.00,0.00,2.98,4.01,6.00,1.00,0.00,8.50,8.50,84.02,0.89638,0.88020,10.00,1164.50,0.00,0.22,0.326,-3.37,0.29,-0.32,4.00,20.91,0.49,67212.00,10.00,0.95403,0.43298,1.36139,-0.05512,-0.09836,-0.07823
8081972568.00,345.00,1.00,34.00,133398.00,87813435372559,0,1,5,24.0,5.00,5.00,6.00,5.33,4.00,7.00,2.00,6.33,7.00,7.00,118.94,4.00,1.00,75.19,123.46,1.00,-0.12,0.01,11.00,0.00,2.98,4.01,7.33,1.00,1.00,12.00,12.00,121.20,-0.29519,1.03994,11.00,1706.74,1.00,1.89,1.201,-0.38,0.29,-0.04,7.00,-14.09,0.49,-22134.00,11.00,-0.04876,0.59632,1.03740,1.44164,0.37792,1.42321
8081972568.00,345.00,1.00,34.00,29654.00,330965925737799,1,1,3,25.0,3.00,2.00,3.33,5.67,3.00,6.00,3.33,5.00,6.00,2.00,118.71,4.00,1.00,80.89,76.90,1.00,-0.12,0.01,11.00,0.00,1.98,1.00,3.00,1.00,0.00,12.50,12.50,97.81,-1.67878,1.03994,10.00,1703.49,1.00,-0.78,2.468,-0.25,0.29,-0.04,2.00,-14.09,0.49,-125878.00,10.00,-0.55015,0.75967,0.38942,0.94272,-0.57465,-1.07919
8081972568.00,345.00,1.00,26.00,26680.00,341493472302322,1,1,4,19.0,6.33,5.00,6.00,3.67,6.33,3.75,7.00,6.00,7.00,3.67,101.30,4.00,1.00,62.57,118.54,1.00,-0.12,0.01,11.00,0.00,-0.27,1.56,6.33,1.00,0.00,9.50,9.50,109.92,-1.71844,-1.40949,10.00,1453.63,1.00,1.89,1.201,0.03,0.29,-0.04,3.67,-22.09,0.49,-128852.00,10.00,1.12116,-0.22038,0.87540,1.44164,-0.09836,-0.24506
9185703412.00,345.00,1.00,55.00,53085.00,125781266512447,0,1,4,15.0,3.00,5.67,5.00,5.67,1.67,4.75,7.00,7.00,2.00,5.00,76.19,7.00,1.00,36.47,41.61,1.00,2.88,8.29,11.00,1.00,0.73,0.06,1.67,1.00,1.00,7.50,7.50,58.90,-1.36629,0.13471,11.00,1093.29,0.00,0.89,0.009,2.10,0.29,0.83,5.00,6.91,0.49,-102447.00,11.00,-1.21868,0.75967,1.36139,-1.05296,-0.09836,0.42225
9185703412.00,345.00,1.00,35.00,37300.00,487287901108128,0,0,7,20.0,4.33,5.00,7.00,5.00,5.00,7.00,1.00,7.00,3.00,3.67,99.86,4.00,1.00,42.55,106.03,1.00,-0.12,0.01,11.00,0.00,2.98,4.01,5.00,1.00,0.00,10.00,10.00,102.94,-1.57681,1.19969,10.00,1432.92,0.00,2.89,4.392,-0.38,0.29,-0.04,3.67,-13.09,-0.51,-118232.00,10.00,0.45263,0.43298,1.36139,-0.55404,1.33049,-0.24506
9185703412.00,345.00,1.00,43.00,97019.00,499839719960460,0,0,1,15.0,6.33,7.00,7.00,7.00,6.00,7.00,2.67,5.33,3.00,6.33,110.48,7.00,1.00,63.92,67.07,1.00,2.88,8.29,11.00,1.00,2.98,4.01,6.00,1.00,1.00,7.50,7.50,88.77,-0.78036,-0.50427,11.00,1585.35,1.00,2.89,4.392,8.56,0.29,0.83,6.33,-5.09,-0.51,-58513.00,11.00,0.95403,1.41303,0.55141,-0.55404,-1.52722,1.08956
9185703412.00,345.00,1.00,36.00,203767.00,525973922994080,0,1,5,25.0,3.67,5.33,6.00,7.00,6.33,7.00,4.00,5.33,6.33,5.00,111.81,5.00,1.00,79.09,96.53,1.00,0.88,0.77,11.00,0.00,2.98,4.01,6.33,1.00,1.00,12.50,12.50,104.17,0.64329,-0.87701,11.00,1604.49,1.00,1.89,1.201,2.60,0.29,0.25,5.00,-12.09,0.49,48235.00,11.00,1.12116,1.41303,0.55141,1.10903,0.37792,0.42225
9185703412.00,345.00,1.00,70.00,214272.00,695845916486130,0,0,7,18.0,5.67,1.00,5.33,4.67,4.00,7.00,4.67,4.33,7.00,5.33,110.97,7.00,1.00,76.77,114.89,1.00,2.88,8.29,11.00,1.00,2.98,4.01,4.00,1.00,1.00,9.00,9.00,112.93,0.78339,0.93344,11.00,1592.49,1.00,1.22,0.184,8.56,0.29,0.83,5.33,21.91,-0.51,58740.00,11.00,-0.04876,0.26964,0.06543,1.44164,1.33049,0.58908
9185703412.00,345.00,1.00,27.00,101894.00,738407069076175,0,0,5,20.0,4.33,1.00,3.00,4.67,1.00,1.50,6.00,6.00,3.67,3.00,58.74,1.00,1.00,58.74,73.58,1.00,-3.12,9.74,11.00,0.00,-2.52,12.24,1.00,1.00,0.00,10.00,10.00,66.16,-0.71535,-1.35625,10.00,842.87,0.00,-1.11,3.626,7.88,0.29,-0.90,3.00,-21.09,-0.51,-53638.00,10.00,-1.55294,0.26964,0.87540,-0.22143,0.37792,-0.57871
9185703412.00,345.00,1.00,57.00,191876.00,824070386146863,0,0,6,22.0,4.67,4.33,4.00,2.67,5.00,7.00,7.00,6.33,7.00,7.00,74.04,5.00,1.00,37.79,148.85,1.00,0.88,0.77,11.00,0.00,2.98,4.01,5.00,1.00,1.00,11.00,11.00,111.45,0.48470,0.24121,11.00,1062.54,0.00,-0.11,0.818,2.60,0.29,0.25,7.00,8.91,-0.51,36344.00,11.00,0.45263,-0.71040,1.03740,1.44164,0.85421,1.42321
9185703412.00,345.00,1.00,53.00,217609.00,938153798173800,0,0,3,22.0,2.33,3.67,6.00,1.00,4.33,3.00,7.00,4.00,6.67,1.00,94.04,4.00,1.00,60.13,100.25,1.00,-0.12,0.01,11.00,0.00,-1.02,3.99,4.33,1.00,0.00,11.00,11.00,97.15,0.82789,0.02822,10.00,1349.47,0.00,1.89,1.201,0.13,0.29,-0.04,1.00,4.91,-0.51,62077.00,10.00,0.11837,-1.52711,-0.09657,1.27533,-0.57465,-1.57967
9808457714.00,345.00,1.00,59.00,281412.00,141986074026866,0,0,6,22.0,5.00,7.00,7.00,5.67,3.33,5.00,7.00,5.33,2.00,2.00,97.97,4.00,1.00,68.88,72.74,1.00,-0.12,0.01,11.00,0.00,0.98,0.00,3.33,1.00,0.00,11.00,11.00,85.35,1.67881,0.34771,10.00,1405.85,0.00,2.89,4.392,-0.13,0.29,-0.04,2.00,10.91,-0.51,125880.00,10.00,-0.38302,0.75967,0.55141,-1.05296,0.85421,-1.07919
9808457714.00,345.00,1.00,34.00,41513.00,198662433951998,0,0,4,12.0,3.67,1.67,6.00,5.00,3.67,2.25,7.00,7.00,3.00,5.67,102.60,7.00,1.00,102.60,116.94,1.00,2.88,8.29,11.00,1.00,-1.77,7.55,3.67,0.00,1.00,6.00,6.00,109.77,-1.52062,-0.98351,11.00,1472.37,1.00,1.89,1.201,-5.08,0.29,0.83,5.67,-14.09,-0.51,-114019.00,11.00,-0.21589,0.43298,1.36139,-0.55404,-0.09836,0.75590
9808457714.00,345.00,1.00,35.00,141969.00,327967508628308,1,1,7,20.0,6.33,7.00,7.00,7.00,7.00,7.00,4.33,7.00,5.00,6.00,97.30,5.00,1.00,55.28,87.34,1.00,0.88,0.77,11.00,0.00,2.98,4.01,7.00,1.00,1.00,10.00,10.00,92.32,-0.18088,1.41268,11.00,1396.26,0.00,2.89,4.392,2.60,0.29,0.25,6.00,-13.09,0.49,-13563.00,11.00,1.45542,1.41303,1.36139,0.44380,1.33049,0.92273
9808457714.00,345.00,1.00,49.00,143251.00,383225879544757,0,0,7,13.0,7.00,5.33,4.00,6.00,6.33,5.25,3.00,5.33,4.00,5.33,78.73,4.00,1.00,40.63,85.56,0.00,-0.12,0.01,11.00,0.00,1.23,0.06,6.33,0.00,1.00,6.50,6.50,82.14,-0.16379,-0.18478,11.00,1129.72,0.00,-0.11,0.818,-0.16,-0.71,0.09,5.33,0.91,-0.51,-12281.00,11.00,1.12116,0.92301,0.55141,-0.05512,1.33049,0.58908
9808457714.00,345.00,1.00,50.00,107830.00,505293957990057,0,1,4,13.0,3.33,3.67,2.00,7.00,4.33,5.00,6.00,5.33,3.00,7.00,80.11,7.00,1.00,39.62,83.44,1.00,2.88,8.29,11.00,1.00,0.98,0.00,4.33,0.00,1.00,6.50,6.50,81.78,-0.63618,-0.13153,11.00,1149.59,0.00,-2.11,8.434,2.82,0.29,0.83,7.00,1.91,0.49,-47702.00,11.00,0.11837,1.41303,0.55141,-0.55404,-0.09836,1.42321
9808457714.00,345.00,1.00,35.00,194491.00,572243541496416,0,0,3,12.0,5.00,2.00,3.67,7.00,6.33,3.00,3.67,7.00,6.00,6.00,65.39,4.00,1.00,38.74,72.70,1.00,-0.12,0.01,11.00,0.00,-1.02,3.99,6.33,0.00,1.00,6.00,6.00,69.04,0.51958,1.35943,11.00,938.33,0.00,-0.45,1.531,0.13,0.29,-0.04,6.00,-13.09,-0.51,38959.00,11.00,1.12116,1.41303,1.36139,0.94272,-0.57465,0.92273
9808457714.00,345.00,1.00,27.00,276524.00,719414754063022,0,0,5,20.0,6.00,4.67,7.00,5.67,2.67,4.00,7.00,4.00,6.00,7.00,107.31,7.00,1.00,63.28,105.56,1.00,2.88,8.29,11.00,1.00,-0.02,1.00,2.67,1.00,1.00,10.00,10.00,106.43,1.61362,-1.35625,11.00,1539.87,1.00,2.89,4.392,-0.05,0.29,0.83,7.00,-21.09,-0.51,120992.00,11.00,-0.71729,0.75967,-0.09657,0.94272,0.37792,1.42321
9808457714.00,345.00,1.00,54.00,239370.00,882382181643484,1,1,3,10.0,3.67,1.67,6.33,7.00,4.00,5.00,7.00,4.67,3.00,2.67,72.15,5.00,1.00,53.33,79.12,1.00,0.88,0.77,11.00,0.00,0.98,0.00,4.00,0.00,0.00,5.00,5.00,75.63,1.11811,0.08147,10.00,1035.33,0.00,2.22,2.042,0.86,0.29,0.25,2.67,5.91,0.49,83838.00,10.00,-0.04876,1.41303,0.22742,-0.55404,-0.57465,-0.74554
2425752755.00,349.00,1.00,64.00,151522.00,79125646833800,0,0,3,18.0,1.67,5.00,5.00,3.00,7.00,3.00,5.00,5.00,2.67,4.00,80.05,6.00,0.00,47.13,89.69,0.00,1.88,3.53,10.00,0.00,-1.02,3.99,7.00,1.00,0.00,9.00,9.00,84.87,-0.05348,0.61395,10.00,1148.69,0.00,0.89,0.009,-1.90,-0.71,-1.33,4.00,15.91,-0.51,-4010.00,10.00,1.45542,-0.54706,0.38942,-0.72035,-0.57465,-0.07823
2425752755.00,349.00,1.00,48.00,120943.00,86435058220526,0,1,3,19.0,6.33,5.67,6.33,4.33,2.00,4.00,6.00,5.67,4.00,3.00,94.59,2.00,0.00,71.19,77.98,0.00,-2.12,4.50,10.00,0.00,-0.02,1.00,2.00,1.00,0.00,9.50,9.50,86.28,-0.46130,-0.23803,10.00,1357.32,0.00,2.22,2.042,0.04,-0.71,1.52,3.00,-0.09,0.49,-34589.00,10.00,-1.05155,0.10630,0.71341,-0.05512,-0.57465,-0.57871
